Product Name,Description,Faceveneer,Thickness (mm),Core Material,Glue,Weight/Board,Chemical Dipping,Film Face Color,Film Face GSM,Wire Mesh,Grade,Rate/SqFt
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,180,2,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Red,180,3,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,80,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,80,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,80,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,80,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,100,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,100,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,100,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,100,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,120,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,120,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,120,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,120,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,180,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,180,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,180,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),30,,Black,180,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,80,0,"Chequered, High Density, MUF Grade",56
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,80,1,"Chequered, High Density, MUF Grade",61
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,80,2,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,80,3,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,100,0,"Chequered, High Density, MUF Grade",56
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,100,1,"Chequered, High Density, MUF Grade",61
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,100,2,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,100,3,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,120,0,"Chequered, High Density, MUF Grade",56
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,120,1,"Chequered, High Density, MUF Grade",61
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,120,2,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,120,3,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,180,0,"Chequered, High Density, MUF Grade",56
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,180,1,"Chequered, High Density, MUF Grade",61
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,180,2,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Red,180,3,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,80,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,80,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,80,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,80,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,100,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,100,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,100,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,100,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,120,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,120,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,120,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,120,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,180,0,"Chequered, High Density, MUF Grade",57
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,180,1,"Chequered, High Density, MUF Grade",62
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,180,2,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),30,,Black,180,3,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,80,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,80,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,80,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,80,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,100,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,100,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,100,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,100,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,120,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,120,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,120,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,120,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,180,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,180,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,180,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Red,180,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,80,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,80,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,80,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,80,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,100,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,100,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,100,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,100,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,120,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,120,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,120,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,120,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,180,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,180,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,180,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Melamine Urea Formaldehyde (MUF),34,,Black,180,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,80,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,80,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,80,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,80,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,100,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,100,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,100,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,100,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,120,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,120,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,120,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,120,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,180,0,"Chequered, High Density, MUF Grade",58
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,180,1,"Chequered, High Density, MUF Grade",63
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,180,2,"Chequered, High Density, MUF Grade",68
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Red,180,3,"Chequered, High Density, MUF Grade",73
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,80,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,80,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,80,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,80,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,100,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,100,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,100,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,100,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,120,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,120,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,120,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,120,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,180,0,"Chequered, High Density, MUF Grade",59
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,180,1,"Chequered, High Density, MUF Grade",64
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,180,2,"Chequered, High Density, MUF Grade",69
Chequered Plywood,"Chequered, High Density, MUF Grade",,12,,Phenol Formaldehyde (PF),34,,Black,180,3,"Chequered, High Density, MUF Grade",74
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,80,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,80,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,80,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,80,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,100,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,100,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,100,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,100,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,120,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,120,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,120,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,120,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,180,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,180,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,180,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Red,180,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,80,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,80,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,80,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,80,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,100,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,100,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,100,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,100,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,120,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,120,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,120,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,120,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,180,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,180,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,180,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),40,,Black,180,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,80,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,80,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,80,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,80,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,100,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,100,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,100,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,100,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,120,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,120,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,120,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,120,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,180,0,"Chequered, High Density, MUF Grade",66
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,180,1,"Chequered, High Density, MUF Grade",71
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,180,2,"Chequered, High Density, MUF Grade",76
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Red,180,3,"Chequered, High Density, MUF Grade",81
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,80,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,80,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,80,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,80,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,100,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,100,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,100,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,100,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,120,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,120,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,120,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,120,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,180,0,"Chequered, High Density, MUF Grade",67
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,180,1,"Chequered, High Density, MUF Grade",72
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,180,2,"Chequered, High Density, MUF Grade",77
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Phenol Formaldehyde (PF),40,,Black,180,3,"Chequered, High Density, MUF Grade",82
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,80,0,"Chequered, High Density, MUF Grade",70
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,80,1,"Chequered, High Density, MUF Grade",75
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,80,2,"Chequered, High Density, MUF Grade",80
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,80,3,"Chequered, High Density, MUF Grade",85
Chequered Plywood,"Chequered, High Density, MUF Grade",,18,,Melamine Urea Formaldehyde (MUF),45,,Red,100,0,"Chequered, High Density, MUF Grade",70
